title,description,url
Schools offering Economics courses in the Philippines,A list of universities and colleges offering Bachelor's courses in Economics in the Philippines. Whenever possible we provide full details about the courses ...,https://www.finduniversity.ph/economics-schools/bachelor-programs/
Economics,"Learn all about the fields of economics, microeconomics, macroeconomics, finance, and capital markets with hundreds of videos, articles, and practice ...",https://www.khanacademy.org/economics-finance-domain
500+ Economics Courses & Certifications [2023],Economics Courses · Mathematical Economics · AP® Microeconomics · Game Theory II: Advanced Applications · China's Economic Transformation Part 1: Economic Reform ...,https://www.classcentral.com/subject/economics
Free Economics Courses from Top Universities,Learn economics online to understand how societies work and improve your professional problem-solving skills with online economics courses on FutureLearn.,https://www.futurelearn.com/subjects/science-engineering-and-maths-courses/economics
Bachelor of Arts in Economics (4 years),"Intended to provide students with a more liberal education, the BA program requires fewer major (Economics) courses but more liberal arts, such as those in ...",https://www.ust.edu.ph/academics/programs/bachelor-of-arts-in-economics/
Economics Courses,"Economics Courses at The Open University. Choose your Economics Course from a range of Degrees, Diplomas and Certificates.",https://www.open.ac.uk/courses/economics
Bachelor of Science in Economics,The Curriculum is divided into three components: (a) The general education courses aim to develop well-rounded students and give exposure to the non-economic ...,https://cem.uplb.edu.ph/acad-programs/bachelor-of-science-in-economics/
Economics for Managers - HBS Online,"This online economics course helps you compete in the marketplace by teaching pricing strategy, demand evaluation, and market differentiation skills.",https://online.hbs.edu/courses/economics-for-managers/
Course Descriptions - Economics,"Macroeconomics deals with national income, employment, inflation and money. Compared to ECON 119, this class requires calculus to learn economic models and ...",https://www.macalester.edu/economics/courses/
Top Economics Courses Online - Updated [May 2023],Courses to get you started · The Most Comprehensive (87 hrs! ) Economics Course (Diploma) · Introduction to Managerial Economics · The Macroeconomics Course.,https://www.udemy.com/topic/economics/
"Economics – Courses, Subjects, Colleges, Syllabus, Scope ...","Most of the economic courses at postgraduate level provide specializations in business economics, international economics, monetary economics, urban and ...Jobs after course: Course Fees: Course Level: Entrance Examinations:",https://www.careers360.com/courses/economics-course
Economics | Open Yale Courses,"The Department of Economics at Yale offers a wide spectrum of courses for both ... For undergraduate majors, a core of courses in macro- and microeconomics, ...",https://oyc.yale.edu/economics
Undergraduate Degree Programs - De La Salle University,Bachelor of Science in Applied Economics Degree Codes: Program- BSAEC Plan -BSAEC · Rationale · Course Descriptions · BS in Applied Economics Major in Industrial ...,https://www.dlsu.edu.ph/colleges/soe/undergraduate-degree-programs/
Economics Course Listing,Description. Social Issues in Economics will take economic theory and apply it to public policy decisions. Topics that will be covered in the course are; ...,https://www.uml.edu/catalog/undergraduate/fahss/departments/economics/course-listing.aspx
MIT OpenCourseWare | Free Online Course MaterialsEconomics (Course 14-1) < MIT,MIT OpenCourseWare is a web based publication of virtually all MIT course content. ... Mathematics Probability and Statistics Economics + 5 more.Degree Chart for Bachelor of Science in Economics (Course 14),https://ocw.mit.edu/search/
BSc Economics,Our new LSE economics undergraduate curriculum is designed specifically for students on economics programmes. You will develop a thorough grounding in ...,https://www.lse.ac.uk/study-at-lse/Undergraduate/degree-programmes-2024/BSc-Economics
Intro to Economics: Crash Course Econ #1 - YouTube,9 key moments,https://www.youtube.com/watch?v=3ez10ADR_gM
Economics : The University of Western Australia,"May 11, 2023 —",https://www.uwa.edu.au/study/courses/economics
ECONOMICS,"Offered: AWSpS. View course details in MyPlan: ECON 200. ECON 201 Introduction to Macroeconomics (5) SSc, RSN Analysis of the aggregate economy: national income ...",https://www.washington.edu/students/crscat/econ.html
Economics - College Catalog - The University of Chicago,"Core curriculum: consists of three courses designed to introduce students to the ""economic approach.” Empirical Methods sequence: provides students with the ...ECON 20010-20110-20210:",http://collegecatalog.uchicago.edu/thecollege/economics/
Economics | Undergraduate Study - University of Cambridge,"Our Economics course provides a rounded, rigorous education in economics, which is valuable for a wide range of career paths.",https://www.undergraduate.study.cam.ac.uk/courses/economics
CORE Econ - Economics for a changing world,"Accessible, relevant, real-world economics teaching, available and free to everyone. ... Free, open access text for introductory undergraduate courses ...",https://www.core-econ.org/
Courses :: Economics,Prerequisite: ECON 001 and any statistics course (or the consent of the instructor). An education class is encouraged but not required. ECON ...,https://www.swarthmore.edu/economics/courses
Undergraduate Courses | Economics,Prerequisites The combination of ECON 208 and ECON 209 is a prerequisite for all 300-level courses in economics. It should be noted that in all of the ...,https://www.mcgill.ca/economics/undergraduate/courses
Course Information | Department of Economics,"Economics 15: Political Economy of China. This course examines how politics, economics, and culture have shaped the modern Chinese economic policy. Course ...",https://economics.dartmouth.edu/undergraduate/course-information
Courses - Economics,Courses · ECON 101. Economics for Everyday Life (3) · ECON 156. Introduction to Economic Analysis and Policy (3) · ECON 160. Principles of Microeconomics (3) · ECON ...,https://catalog.csun.edu/academics/econ/courses/
ECON - Economics - Catalogue@UAlberta,The course will introduce students to basic writing in the economics ... ECON 109 is a prerequisite for all ECON courses at the 300- and 400-level.,https://apps.ualberta.ca/catalogue/course/econ
Economics » Academics | Boston University,"Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Critical Thinking. In 2019-20 this course ...",https://www.bu.edu/academics/cas/courses/economics/
Economics course catalog,This course uses economic analysis to examine environmental problems and policy responses to those problems. ECON-225 Health Economics (4 Credits) (PS)The tools ...,https://www.augustana.edu/academics/areas-of-study/economics/courses
Economics - Courses and Requirements,"Given the impact of economic forces on our daily lives, the strong interest in economics is understandable. Completion of introductory courses in economics ...",https://www.vassar.edu/economics/courses-and-requirements
Courses | Economics,"CoursesCurriculum · ECON-111 An Introduction to Economics · Daniel P. Barbezat (Sections 02 and 04F). Tyler Porter (Sections 01, 01F, 02F and 03F).",https://www.amherst.edu/academiclife/departments/economics/courses
Economics Courses - BMCC - CUNY,"This course provides an introduction to the fundamental economic concepts of production, consumption and price determination, as developed by economists over ...",https://www.bmcc.cuny.edu/academics/departments/social-sciences/economics-courses/
Economics Courses - College of Liberal Arts,Courses Offered in Undergraduate Program · Econ 1101 Principles of Microeconomics · Econ 1102 Principles of Macroeconomics · Econ 3101 Intermediate Microeconomics ...,https://cla.umn.edu/economics/undergraduate/courses
Economics Undergraduate Courses,The following undergraduate economics courses are offered by the Department of Economics. · ECON 150C1 An Economics Perspective * · ECON 200 Basic Economic Issues ...,https://eller.arizona.edu/departments-research/schools-departments/economics/programs/undergraduate/courses
Economics,May be repeated when course topics vary. (P/NP grades only.) Upper Division. ECON 100A. Microeconomics A (4). Economic analysis of household determination of ...,https://catalog.ucsd.edu/courses/ECON.html
Course Offerings,ECON - Economics · ECON 101 - Principles of Economics · ECON 202 - Introduction to Environmental Economics · ECON 205 - Markets and Democracy · ECON 210 - ...,https://economics.lafayette.edu/curriculum/course-offerings/
Economics Course Descriptions,"ECON 111: Introduction to Macroeconomics (3) Macro-Economics: the theory of national income, aggregate demand, and the level of employment; ...",https://www.kings.edu/academics/undergraduate_majors/economics/course_descriptions
Courses | Department of Economics,"Complete Cornell University course descriptions are in the Courses of Study . Search: Course ID, Title, Offered. ECON1001, Principles of Micro-Economics ...",https://economics.cornell.edu/courses
Course Descriptions - Economics,"Prerequisite: C- or better in Economics 101. 1.00 units, Lecture. ECON 210. Contemporary Micro Issues. This course covers economic decision-making by ...",https://www.trincoll.edu/economics/course-descriptions/
Economics,"Economics course entry requirements · A levels – Entry requirements range from BCC to AAA, with the universities and colleges most commonly asking for AAB.",https://www.ucas.com/explore/subjects/economics
Undergraduate Course Descriptions,ECON 110PRINCIPLES OF ECONOMICS 3 units This is an introduction to the basic concepts and methods in mircoeconomics and macroeconomics.,http://2012.ateneo.edu/ls/soss/economics/undergraduate-course-descriptions
Bachelor of Arts (History) Program - UP Diliman,The Bachelor of Arts (History) program is a four-year undergraduate course that requires 141 course units. The diversity of courses ranges from subjects in ...,https://history.upd.edu.ph/?page_id=128
History Degrees,"Most undergraduate history courses are three or four years long, depending on norms in the country of study. History degrees generally offer a very wide ...",https://www.topuniversities.com/courses/history/guide
Schools offering History courses in the Philippines,"Browse the leading online directory of courses, colleges, ... A list of universities and colleges offering History courses in the Philippines.",https://www.finduniversity.ph/history-schools/
Best History Courses Online [2023],Course. Learn History with online History courses. Take courses from the world's best instructors and universities. Courses include recorded auto-graded and ...,https://www.coursera.org/browse/arts-and-humanities/history
Learn History With Online Courses and Programs,"Apr 13, 2023 —",https://www.edx.org/learn/history
Bachelor of Arts in History in the Philippines,Some of the courses that are usually included in the curriculum are: Philosophy of History; Historical Methodology; Introduction to the Study and Writing of ...,https://www.courses.com.ph/ab-bachelor-of-arts-in-history-philippines/
Bachelor of Arts in History,COURSE DESCRIPTION: The course Historiography of the Philippines 2 (HISTOG2) is an intermediate course which surveys the different sources of Philippine History ...,https://www.dlsu.edu.ph/colleges/cla/undergraduate-degree-programs/bachelor-of-arts-in-history/
Free Online History & Archaeology Courses,Explore important historical events from ancient to modern times with online history and archaeology courses from top universities and cultural ...,https://www.futurelearn.com/subjects/history-courses
Bachelor of Arts in History -,It aims to provide a variety of introductory and advanced courses that will introduce students to the ways by which historians recreate the past; ...,https://www.ust.edu.ph/academics/programs/bachelor-of-arts-in-history/
History Courses | Harvard University,"Browse the latest online history courses from Harvard University, including ""PredictionX: Lost Without Longitude"" and ""PredictionX: John Snow and the ...",https://pll.harvard.edu/subject/history
2200+ History Courses & Certifications [2023],"Learn History, earn certificates with free online courses from Harvard, Stanford, MIT, University of Pennsylvania and other top universities around the ...",https://www.classcentral.com/subject/history
History Courses,"History Courses at The Open University. Explore our range of Degrees, Diplomas and Certificates. Study Part time or Full time to suit You.",https://www.open.ac.uk/courses/history
History | Open Yale Courses,Courses range in focus from the earliest recorded historical periods up through the modern day. Students are required to study history from a variety of ...,https://oyc.yale.edu/history
World history | Arts and humanities,World history · Course summary · Beginnings - 600 BCE · 600 BCE - 600 CE Second-Wave Civilizations · 600 - 1450 Regional and interregional interactions · 1450 - 1750 ...,https://www.khanacademy.org/humanities/world-history
History Courses - Online Classes with Videos,"Our self-paced video lessons can help you study for exams, earn college credit, or boost your performance in history classes. Choose a course and prepare to ...",https://study.com/academy/subj/history.html
History | University of Oxford,"Oxford's History course combines the examination of large regions over extended periods of time with more focused work on smaller social groups, ...International Baccalaureate (IB): A-levels:",https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/history
"History Courses, Subjects, Colleges, Syllabus, Scope, ...","Students can pursue History in the form of various degrees and courses like- BA History, BA History (Hons), MA History, B.Ed History, M.Phil History, PhD ...Historian: Job Profile: Research Assistant: Documentation Specialist:",https://www.careers360.com/courses/history-course
Courses hosted by Department of History,Courses hosted by Department of History · Course open to · Academic Year · Term · Graduate Program (& Advanced Certificate) · Instructor.,https://courses.ceu.edu/unit/36/courses
Courses | Department of History - School of Arts and Sciences,"Course Descriptions. The list below includes descriptions of all undergraduate and graduate courses offered by the Department of History, though some courses ...",https://as.tufts.edu/history/academics/courses
Types of Courses in the History Curriculum,The course numbering system used by the Department of History reflects the different types and objectives of courses offered at each level.,https://history.williams.edu/courses/types-of-courses-in-the-history-curriculum/
Best Courses Programs in History 2023,"There are many different history courses available, such as history of medicine, American history, European history, war, Cappadocia, art history, and many more ...",https://www.academiccourses.com/courses/history
Course Offerings | Ateneo de Manila University,"This course is a general survey of the civilizations of East Asia, South Asia and Southeast Asia. It includes the geographical and socio-historical settings of ...",https://2012.ateneo.edu/ls/soss/history/course-offerings
History - Courses | Trinity College Dublin,"Feb 20, 2023 —",https://www.tcd.ie/courses/undergraduate/courses/history/
History courses | History degrees,Study a history course online and find yourself in Europe during the Middle Ages. Jump forward to the 20th century and the rise of multicultural Australia.,https://www.open.edu.au/study-online/humanities-social-science/history
AP United States History Course - AP Central - College Board,Historical Thinking Skills. The AP U.S. History framework included in the course and exam description outlines distinct skills that students should practice ...,https://apcentral.collegeboard.org/courses/ap-united-states-history
History & The Arts - Free courses - OpenLearn,History & The Arts ... In this free course you will explore some of the ways that historians work to develop our... Free course. 6 hrs. Copyrighted Icon.,https://www.open.edu/openlearn/history-the-arts/free-courses
2022-2023 History Course Schedule,2022-2023 History Course Schedule. Please check this page regularly for updates to the course schedule. Summer 2022. HIST 5.08/AAAS 19 (11) Africa and the ...,https://history.dartmouth.edu/undergraduate/course-schedule/2022-2023-history-course-schedule
History Course Listings,"MCC offers social science courses and degree options in anthropology, sociology, history, and political science.",https://www.monroecc.edu/depts/ahps/history/course-listings/
BA History - course details (2023 entry),"You will be able to choose course units covering a wide range of periods and topics, including ancient, medieval, modern and economic and social history, as ...",https://www.manchester.ac.uk/study/undergraduate/courses/2023/00255/ba-history/course-details/
History Courses,"If you're looking for a humanities course that will breathe new life into your class schedule, check out Comparative Herbalism (HIS 195), a fun new course ...",https://www.grinnell.edu/academics/majors-concentrations/history/courses
Bachelor of Arts (History) - Course Finder,"From English Literature to History, studying the arts at UOW provides flexible study tailored to your interests. Learn more and apply for a course today.",https://coursefinder.uow.edu.au/information/index.html?course=bachelor-arts-history
History Course Descriptions,History Course Descriptions. See a list of all HST courses. You can also: View a course list for the entire university · View a schedule of course offerings ...,https://liberal-arts.wright.edu/humanities-and-cultural-studies/history-course-descriptions
Courses | Department of History,"Complete Cornell University course descriptions are in the Courses of Study . Search: Course ID, Title, Offered. HIST1200, FWS: Writing History",https://history.cornell.edu/courses
The best free Philippine History courses on the web,Learn Philippine History with the following free courses and tutorials. Chosen and upvoted by our community. You can also find useful additional resources ...,https://www.coursearena.io/topic/free-philippine-history-courses
History Department Courses,"Information about courses offered by the UC San Diego History Department. ... They include a list of all the courses that will be offered, course ...",https://history.ucsd.edu/courses/index.html
COURSE INFO | Department of History - Columbia University,"Course listings are subject to change, and students are encouraged not only to revisit ... NOTE ON SUBJECT CODES: Courses taught by History core faculty or ...",https://history.columbia.edu/courses/
History Courses,"History Courses. The history program offers a wide-range of fascinating courses, ... This course explores the early history of Western Civilization.",https://www.mystfx.ca/history/courses-100-200
Undergraduate study - Faculty of History,"Undergraduate courses. There are three ways to study History at Cambridge: as a single Honours subject, or jointly with either Politics or Modern Languages.",https://www.hist.cam.ac.uk/undergraduate-study
Current History Courses,Students study the ancient period to learn of its contribution to western culture. The course introduces students to the principles and methodology of history.,https://chss.rowan.edu/departments/history/current/courses.html
History : The University of Western Australia,"May 11, 2023 —",https://www.uwa.edu.au/study/courses/history
History Course Descriptions,This course is open to all History majors and other students; it is required for a Secondary Education certificate in Citizenship Education. HIST 261 — Research ...,https://www.kings.edu/academics/undergraduate_majors/history/course_descriptions
Arts - History BA | University College Cork | UCC | Ireland,"Course Outline. History at UCC provides an exciting exploration of the past, tracing historical developments from medieval times to the present with special ...",https://www.ucc.ie/en/ck101/history/
History Courses,Students may also choose a concentration in Early Christianity or Public History and Museum Studies. Select courses in the concentrations may also apply to ...,https://www.gordon.edu/history/courses
Undergraduate History Courses (HIST),"This course will introduce students to the concept of historiography and to basic historical research, writing, and analytical skills. 3301 History of Texas (3- ...",https://www.angelo.edu/departments/history/history_courses.php
Course Descriptions – Department of History,Course Descriptions · Ancient Greece: History and Archaeology · Ancient Rome: History and Archaeology · History of Medieval Europe · History of Western Civilization ...,https://web.uri.edu/history/academics/b-a-history/course-descriptions/
Undergraduate History Courses - Western Illinois University,Additional information about History's undergraduate courses can be found in the WIU Catalog . Check out our current and upcoming undergraduate History course ...,https://www.wiu.edu/cas/history/courses.php
Courses | History,"Each semester the History Department offers a broad range of courses spanning ... regarding course offerings, Hub units, and meeting times and locations.",https://www.bu.edu/history/academics/courses/
BA History,"BA History at SOAS University of London. ... With the exception of the methodological core course (H201) that is entirely assessed through coursework, ...",https://www.soas.ac.uk/study/find-course/ba-history
History Courses (HIS),History Courses (HIS). HIS 1101 - Western Civilization I (3). Survey of developments in Western history from the pre- ...,https://www.troy.edu/academics/catalogs/undergraduate-catalog/course-descriptions/history-courses.html
History Courses | VIU | Canada,The History department offers courses required to complete VIU's Bachelor of Arts Major and Minor in History. Some History courses are offered every year ...,https://www.viu.ca/courses/history
Bachelor of Arts in Literature in the Philippines,The Bachelor of Arts in Literature (AB Lit) is a four-year degree program in the Philippines that will teach you about the different literatures of the ...,https://www.courses.com.ph/courses/bachelor-of-arts-in-literature-in-the-philippines/
Bachelor of Arts in Literature - De La Salle University,"This writing course familiarizes the students with the fundamentals of the scholarly discipline of literary studies, speciﬁcally its history and practice.Language Courses: Concentration Courses: Core Courses: Culminating Courses:",https://www.dlsu.edu.ph/colleges/cla/undergraduate-degree-programs/bachelor-of-arts-in-literature/
Bachelor of Arts in Literature (4 years),"The Bachelor of Arts in Literature program acquaints students with various literary exemplars created in the specific historical junctures, in particular ...",https://www.ust.edu.ph/academics/programs/bachelor-of-arts-in-literature/
"Learn Literature With Online Courses, Classes, & Lessons","Feb 24, 2023 —",https://www.edx.org/learn/literature
AB in Literature in the Philippines,"The curriculum focuses on human behavior, literature, education, politics, liberal arts, and society. The HUMSS strand will cover relevant topics that may be ...",https://www.finduniversity.ph/majors/ab-in-literature-philippines/
Literature Courses | Harvard University,"Browse the latest online literature courses from Harvard University, including "" Sikhism Through Its Scriptures"" and ""Digital Humanities in Practice: From ...",https://pll.harvard.edu/subject/literature
Free English Literature Courses - Study Online,"Join our online literature and writing courses and learn about Austen, Shakespeare and Wilde with top universities, or learn to write and develop your own ...",https://www.futurelearn.com/subjects/literature-courses
300+ Literature Courses & Certifications [2023],Literature Courses · Modern & Contemporary American Poetry (“ModPo”) · Literature of the English Country House · Exploring English: Shakespeare · Shakespeare ...,https://www.classcentral.com/subject/literature
Online courses in literature | Oxford University Department for ...,Study with Oxford from anywhere in the world · Short online courses · Foundation Certificate in English Literature.,https://www.conted.ox.ac.uk/about/online-courses-in-literature
Best Literature Courses & Certifications [2023],"In summary, here are 10 of our most popular literature courses ; The Modern and the Postmodern (Part 1) · Wesleyan University ; Modern & Contemporary American ...",https://www.coursera.org/courses?query=literature
English Language and Literature Degrees,A course with a focus on English literature typically allows students to study literary texts from throughout history. Often you'll start with modules ...,https://www.topuniversities.com/courses/english-language-literature/guide
Degrees Offered – Literature and Language Studies ...,"They investigate traditional and contemporary approaches to literary study, literary theory, both ancient and modern, and the relationship of literature to ...",https://www.adnu.edu.ph/lls/degrees-offered/
Bachelor of Arts in Literature | Academic Programs,"They will be introduced over the course of the program to literature from across the globe in order to develop competence in the analysis of literary texts, ...",https://www.ateneo.edu/soh/english/academics/ab-english
Courses – World Literature - College of Arts and Sciences,OTHER COURSES: WLIT 203. Gods and Heroes in Greek Literature. 3 Units. This course examines major works of Greek literature and sets them in their ...,https://artsci.case.edu/world-literature/courses/
"Literature Courses, Subjects, Colleges, Syllabus, Scope, ...","Literature course helps the students facilitate ideas of the cultural values, attitudes and ideas of culture and society. Some of the subjects would even ...Job Profile:",https://www.careers360.com/courses/literature-course
Literature Course Catalog,"Nov 23, 2021 —",https://literature.ucsc.edu/courses/course-view.php
Introduction to Theory of Literature | Open Yale Courses,ENGL 300. About the Course. This is a survey of the main trends in twentieth-century literary theory. Lectures will provide background for the readings and ...,https://oyc.yale.edu/english/engl-300
Your complete guide to studying Literature,Find out which ShortCourses programmes match your personality! Take the test! Interesting programmes for you. View all Short Courses in Literature ...,https://www.shortcoursesportal.com/disciplines/272/literature.html
Free Online Literature Courses,"Free Online Literature Courses · American Literature I: Beginnings to Civil War – Free Online Video – Cyrus Patell, NYU · American Passages: A Literary Survey – ...",https://www.openculture.com/literature_free_courses
English Literature Course Descriptions,This course introduces students of literature and writing to the discipline of English. The course includes an overview of British and American literary history ...,https://www.kings.edu/academics/undergraduate_majors/englishliterature/course_descriptions
Bachelor of Arts in Language and Literature Studies ...,"The program also involves training specific and generic skills in literature, training in competencies targeting critical and creative thinking and oral and ...",https://www.feu.edu.ph/index.php/institutes/institute-of-arts-and-sciences/bachelor-of-arts-in-language-and-literature-studies/balls-curriculum/
BA English Literature - course details (2023 entry),Course description. BA English Literature will enable you to explore a wide range of texts dating from a variety of periods from the Anglo-Saxon era to the ...,https://www.manchester.ac.uk/study/undergraduate/courses/2023/00060/ba-english-literature/course-details/
Top English Literature Courses Online - Updated [May 2023],English Literature Courses. English Literature relates to Teaching & AcademicsPersonal Development. Featured course. Five Novels in ...,https://www.udemy.com/topic/english-literature/
ENG 105 - Introduction to Literature | Course Descriptions,"An introduction to reading and analyzing these primary genres of literature: fiction, poetry, and drama. The course may also include creative nonfiction.",https://www.monroecc.edu/etsdbs/MCCatPub.nsf/MCC%20GEN%20ED/85257AD8006BB39D8525650F006C32E9?OpenDocument
Literature Courses Descriptions at Bar-Ilan,"Dec 28, 2022 —",https://english.biu.ac.il/literature-courses
Free Online Literature Courses,"Literature has a strong relationship with culture and religion. With our online training classes, you can look into the techniques and structures used by famous ...",https://alison.com/tag/literature
Literature Courses | English Language and ...,"Here is a sampling of some of the literature courses that you can take. The descriptions below are taken from selected course syllabi, so course specifics ...",https://uwaterloo.ca/english/literature-courses
Best Courses Programs in Literature 2023,"Literature courses require students to read a number of texts, think critically, and present their ideas, interpretations and insights in class or through ...",https://www.academiccourses.com/courses/literature
Literature BA (Hons),"What is special about this course? If you are passionate about reading, thinking and writing and would like to turn this interest into a career, the BA ...",https://www.uhi.ac.uk/en/courses/ba-hons-literature/
Literature (Course 21L) < MIT,Literature (Course 21L). The subjects listed below are arranged ... 21L.002 Foundations of Western Literature: From Shakespeare to the Present. Prereq: None,http://catalog.mit.edu/subjects/21l/
Courses - Literature,Courses · ARH 3040: Vermeer in the World · FRE 3067: French Caribbean Literature · FRE 3230: The Island as Laboratory · JOU 3374: The Literature of Journalism · JST ...,https://www.purchase.edu/academics/literature/courses/
Literature | School of Continuing Studies - University of Toronto,Our English literature courses offer a rare opportunity to study a broad range of great writing. Take the time to discover the riches of great books that ...,https://learn.utoronto.ca/programs-courses/arts-and-humanities/literature
English 101: English Literature Course,"May 5, 2023 —",https://study.com/academy/course/english-literature.html
13 Institutions offering Literature Courses In Malaysia,13 Universities in Malaysia offering Literature degrees and courses. Plan your studies abroad now.,https://www.hotcoursesabroad.com/study/training-degrees/malaysia/literature-courses/loc/114/cgory/i5-3/sin/ct/programs.html
English Courses,"Depending on the course you choose, you can study stimulating literature from an exciting range of periods and settings, find out about how the English ...",https://www.open.ac.uk/courses/english
Literature Courses & Classes in London,We offer a wide range of literature courses at City Lit. From contemporary & classical literature to reading groups - find a course to suit your literary ...,https://www.citylit.ac.uk/courses/history-culture-and-writing/literature
Literature Courses for Journalism Students,"LITERATURE CLASSES ARE ALSO FOUND IN UPPER LEVEL CLASSES IN LANGUAGES SUCH AS SPANISH, ... Lower Division ENG courses open to all majors, no prerequisites;.",https://comartsci.msu.edu/sites/default/files/documents/student/literature-course-options-for-journalism.pdf
Literature | NYU SPS Professional Pathways,"These courses provide the opportunity to read and discuss novels, short stories, memoirs, plays, and poetry. You will explore classic and contemporary ...",https://www.sps.nyu.edu/professional-pathways/topics/humanities/literature.html
Literature at PCC,Portland Community College offers a wide range of literature courses. You will be able to study works in depth in small classes with instructors dedicated ...,https://www.pcc.edu/programs/literature/
COLLEGE OF ARTS AND LETTERSEnglish Studies: Literature,"Literature, European Languages, Filipino and Philippine Literature, and Speech ... in 1957 when comparafive literature courses were added to the curriculum.Course Offerings (Undergraduate and Graduate) ... 101, Introduction to British Literary History. 103, Introduction to American Literary History.",https://our.upd.edu.ph/files/catalogue/CAL.pdf
Bachelor of Arts in English Language and Literature,demonstrate high proficiency in English. combine teaching methodologies in order to facilitate learning. Programme Outline. oundation Courses. Course Code ...,https://unicafuniversity.com/course/bachelor-of-arts-in-english-language-and-literature/
Acceptable Literature Courses - Werklund School of Education,"Meeting your literature requirement. All Bachelor of Education students must present a course in English or French literature, either as a part of their degree ...",https://werklund.ucalgary.ca/undergraduate-programs/literature_courses
"Program: English (Literature Specialization), B.A. - UNR Catalog","Introductory courses emphasize analytic and writing skills and offer an overview of literary history, while upper-level courses focus on advanced critical ...",https://catalog.unr.edu/preview_program.php?catoid=50&poid=149835
Literature summer courses in Europe,This course is designed to offer a comprehensive introduction to Hungarian culture through some representative literary and art works. Students will be ...,https://www.summerschoolsineurope.eu/search/discipline;Lit
"BA English Literature: Course Structure, Syllabus & Scope","Is BA English Literature a Good Course? What Are the Subjects in BA English Literature? Presenting Syllabus, Career Scope, Top Universities!Course Name: Education Level: BA English Literature Jobs: Eligibility Criteria:",https://leverageedu.com/blog/ba-english-literature/
What can you do with an English literature degree? | Student,"Why study an English literature degree? Our essential guide to what you will learn on an English literature course, what you should study to get your place ...",https://www.timeshighereducation.com/student/subjects/what-can-you-do-english-literature-degree
English/Literature- Bachelor of Arts,"Course List. Code, Title, Credit Hours. Prerequisite introductory course 1. ENG 298, Introduction to Literary and Cultural Studies, 3. Literature courses.",https://bulletin.miamioh.edu/arts-science/english-literature-ba/
Course Literature Definition | Law Insider,Course Literature means additional sources of course information supplied by the University from time to time in connection with the Course including but ...,https://www.lawinsider.com/dictionary/course-literature
Best Philosophy Courses Online [2023],Learn Philosophy with online Philosophy courses. Take courses from the world's best instructors and universities. Courses include recorded auto-graded and peer- ...,https://www.coursera.org/browse/arts-and-humanities/philosophy
"Learn Philosophy With Online Courses, Classes, & Lessons","Dec 18, 2022 —",https://www.edx.org/learn/philosophy
100+ Philosophy Courses & Certifications [2023],"Best online courses in Philosophy from Harvard, Stanford, MIT, University of Pennsylvania and other top universities around the world.",https://www.classcentral.com/subject/philosophy
AB in Philosophy in the Philippines,"The curriculum focuses on human behavior, literature, education, politics, liberal arts, and society. The HUMSS strand will cover relevant topics that may be ...",https://www.finduniversity.ph/majors/ab-in-philosophy-philippines/
Bachelor of Arts in Philosophy - De La Salle University,"This course introduces the students to the principles of moral reasoning and ethical behavior at the levels of the individual person, society, and ecological ...",https://www.dlsu.edu.ph/colleges/cla/undergraduate-degree-programs/bachelor-of-arts-in-philosophy/
Bachelor of Arts in Philosophy in the Philippines,The Bachelor of Arts in Philosophy (AB Philosophy) is a four-year degree program in the Philippines that is mostly concerned with the underlying principles ...,https://www.courses.com.ph/bachelor-of-arts-in-philosophy-in-the-philippines/
Philosophy Courses,"Philosophy Courses from The Open University. Explore our range of Degrees, Diplomas and Certificates. Flexible Study that works for You.",https://www.open.ac.uk/courses/philosophy
Course Descriptions - Philosophy,"An introduction to philosophy through topics found in classical and contemporary philosophical writings, such as the nature of truth and knowledge, mind and ...",https://www.macalester.edu/philosophy/courses/
Free Online Philosophy Courses,Get free Philosophy courses from the world's leading universities. You can download these audio & video courses straight to your computer or mp3 player.,https://www.openculture.com/philosophy_free_courses
Bachelor of Arts in Philosophy (4 years),The study of Philosophy involves not only the objects under investigation ... This curriculum may have some changes upon the availability of new guidelines.,https://www.ust.edu.ph/academics/programs/bachelor-of-arts-in-philosophy/
Philosophy Courses | Harvard University,"Browse the latest online philosophy courses from Harvard University, including ""The Path to Happiness: What Chinese Philosophy Teaches Us about the Good ...",https://pll.harvard.edu/subject/philosophy
Top Philosophy Courses Online - Updated [May 2023],Philosophy relates to Teaching & AcademicsPersonal Development · Featured course · Philosophy students also learn · All Philosophy courses · Not sure? All courses ...,https://www.udemy.com/topic/philosophy/
Online philosophy courses,"Study from anywhere in the world with an online short course. Our short online courses in philosophy include live-time weekly classes, lecture series, ...",https://www.conted.ox.ac.uk/about/online-courses-in-philosophy
What Do You Study in Philosophy?,"There are four pillars of philosophy: theoretical philosophy (metaphysics and epistemology), practical philosophy (ethics, social and political philosophy, ...",https://uwm.edu/philosophy/what-do-you-study/
What is Philosophy?: Crash Course Philosophy #1 - YouTube,10 key moments,https://www.youtube.com/watch?v=1A_CAkYt3GY
Philosophy | Open Yale Courses,"The Department of Philosophy at Yale offers a wide range of graduate and undergraduate courses in various traditions of philosophy, with strengths and a ...",https://oyc.yale.edu/philosophy
